train_start,train_end,test_start,test_end,chosen_short,chosen_long,significant,significance,t_stat,p_value,train_total_return,train_cagr,train_annualized_vol,train_sharpe,train_sortino,train_max_drawdown,train_calmar,train_hit_rate,test_total_return,test_cagr,test_annualized_vol,test_sharpe,test_sortino,test_max_drawdown,test_calmar,test_hit_rate
2015-01-02T00:00:00,2020-01-02T00:00:00,2020-01-03T00:00:00,2020-07-02T00:00:00,15,50,False,NOT_SIGNIFICANT,1.7924225224151968,0.07306530970473292,0.43333495600240646,0.0746667687244893,0.09556066700508847,0.8025517089852305,1.1744374551831664,-0.15993552267906774,0.46685543945304925,0.12639109697933226,0.12043452409078359,0.257939453903157,0.2461694812037494,1.0523634804284836,1.8956891183899451,-0.11289150446808105,2.284843798641082,0.104
2015-07-02T00:00:00,2020-07-02T00:00:00,2020-07-06T00:00:00,2021-01-06T00:00:00,30,125,False,NOT_SIGNIFICANT,1.0019489538799793,0.3163682474042826,0.30617203201925935,0.054849623555975446,0.14169418612597423,0.4484412412637616,0.6552569397293397,-0.2224498649154263,0.24657072089852178,0.08260524225575853,0.0,0.0,0.0,,,0.0,,0.0
2016-01-04T00:00:00,2021-01-04T00:00:00,2021-01-05T00:00:00,2021-07-02T00:00:00,15,50,False,NOT_SIGNIFICANT,1.0996640534601918,0.2714785223089656,0.3625906979392193,0.06380506146881992,0.1483514489290787,0.49217548578418013,0.6957885414105482,-0.2831905634564996,0.225307865806132,0.10405083399523431,0.0,0.0,0.0,,,0.0,,0.0
2016-07-05T00:00:00,2021-07-02T00:00:00,2021-07-06T00:00:00,2022-01-06T00:00:00,15,50,False,NOT_SIGNIFICANT,0.940689452271445,0.3468640258449668,0.29117886843502316,0.0525357473143131,0.14759873929953474,0.42119082867110647,0.5933071474688225,-0.2831905634564996,0.18551376385245624,0.10015898251192369,0.05061619690319197,0.10298012745245289,0.05037376808498716,1.9403008970560933,3.599279903228823,-0.013373109716511067,7.700537095370481,0.07751937984496124
2017-01-05T00:00:00,2022-01-05T00:00:00,2022-01-06T00:00:00,2022-07-06T00:00:00,15,50,False,NOT_SIGNIFICANT,0.9893686469188537,0.32248280866482065,0.31225832636688855,0.055861851585365274,0.14763544132354758,0.44281068648621114,0.6232316110180258,-0.2831905634564996,0.19725887368399586,0.09531374106433678,-0.10175821199951973,-0.1947149260866763,0.19192915547309794,-1.0483902281211077,-1.313289067819682,-0.14545752341927964,-1.3386377102366356,0.1951219512195122
2017-07-05T00:00:00,2022-07-05T00:00:00,2022-07-06T00:00:00,2023-01-06T00:00:00,15,50,False,NOT_SIGNIFICANT,0.5822570964955838,0.5603935196141173,0.15757217236461085,0.029701524387576228,0.16501079523337145,0.26070383629840316,0.36125365325905695,-0.2831905634564996,0.10488175885895515,0.12639109697933226,0.021177110270336197,0.04247613487639179,0.13617064989707373,0.3707583082971378,0.6033235090064019,-0.08233160749784396,0.5159152865745288,0.1171875
2018-01-05T00:00:00,2023-01-05T00:00:00,2023-01-06T00:00:00,2023-07-06T00:00:00,30,100,False,NOT_SIGNIFICANT,0.7269173548487812,0.4672765850396393,0.22518376900969495,0.04146016236571848,0.16917224305214817,0.3254750250732288,0.46496621797933185,-0.2831905634564995,0.14640375674836748,0.11844197138314785,0.0,0.0,0.0,,,0.0,,0.0
2018-07-05T00:00:00,2023-07-05T00:00:00,2023-07-06T00:00:00,2024-01-05T00:00:00,40,125,False,NOT_SIGNIFICANT,0.9504799533774622,0.3418684352110641,0.3170594253228507,0.05663343564585821,0.1597705782035504,0.42574387852420187,0.6205089710445335,-0.22244986491542607,0.25458966076419,0.10103420843277645,0.0,0.0,0.0,,,0.0,,0.0
2019-01-07T00:00:00,2024-01-05T00:00:00,2024-01-08T00:00:00,2024-07-08T00:00:00,30,100,False,NOT_SIGNIFICANT,0.8528826651663439,0.39372437565136986,0.27512987772108977,0.049873383935118865,0.16208406945149856,0.381875607973737,0.5466156051022865,-0.2831905634564996,0.1761124499573229,0.10174880763116058,0.0,0.0,0.0,,,0.0,,0.0
2019-07-08T00:00:00,2024-07-08T00:00:00,2024-07-09T00:00:00,2025-01-08T00:00:00,40,125,False,NOT_SIGNIFICANT,0.806867406157453,0.4197428789945518,0.2504360534308139,0.04569330743562383,0.15906796593654446,0.3612724163182174,0.5240475477495815,-0.22244986491542618,0.20540946362451645,0.09379968203497616,0.0,0.0,0.0,,,0.0,,0.0
2020-01-08T00:00:00,2025-01-08T00:00:00,2025-01-10T00:00:00,2025-07-10T00:00:00,10,50,False,NOT_SIGNIFICANT,1.9663094433183852,0.04926287665465384,0.6586172382203102,0.10644847206149377,0.12376874034068733,0.8804090466362661,1.4431280978635506,-0.16637047688384898,0.6398278952810266,0.11764705882352941,-0.015118428635956915,-0.03027358220884857,0.21663885677817155,-0.03781500250785352,-0.058268276023242964,-0.13724672585254005,-0.22057780993169165,0.13008130081300814
2020-07-08T00:00:00,2025-07-08T00:00:00,2025-07-09T00:00:00,2026-01-09T00:00:00,15,50,False,NOT_SIGNIFICANT,1.09545925846308,0.27331548508735376,0.3019886563234848,0.054203802286585834,0.12332147134505261,0.4910748949009044,0.7281530470087387,-0.18211276585545866,0.29763867476268485,0.12430278884462151,0.025730781293694438,0.05172422121861908,0.03656579538305779,1.3862469589930846,2.3701167581253735,-0.015242303487205233,3.393464856675874,0.03125
2021-01-08T00:00:00,2026-01-08T00:00:00,2026-01-09T00:00:00,2026-02-13T00:00:00,30,100,False,NOT_SIGNIFICANT,0.9939170588378534,0.3202632486107085,0.26208638996293976,0.047660535564255424,0.12130861758868103,0.4455553334715502,0.6774602069973878,-0.15187559341529677,0.313812999788122,0.09800796812749003,0.0,0.0,0.0,,,0.0,,0.0
