Date,equity,ensemble_return,chosen
2020-01-06,10000.0,0.0,ma_crossover
2020-01-07,10000.0,0.0,ou_mean_reversion
2020-01-08,10000.0,0.0,momentum_accel
2020-01-09,10000.0,0.0,ma_crossover
2020-01-10,10000.0,0.0,ou_mean_reversion
2020-01-13,10000.0,0.0,momentum_accel
2020-01-14,10000.0,0.0,ma_crossover
2020-01-15,10000.0,0.0,ou_mean_reversion
2020-01-16,10000.0,0.0,momentum_accel
2020-01-17,10000.0,0.0,ma_crossover
2020-01-21,10000.0,0.0,ou_mean_reversion
2020-01-22,10000.0,0.0,momentum_accel
2020-01-23,10000.0,0.0,ma_crossover
2020-01-24,10000.0,0.0,ou_mean_reversion
2020-01-27,10000.0,0.0,momentum_accel
2020-01-28,10000.0,0.0,ma_crossover
2020-01-29,10000.0,0.0,ou_mean_reversion
2020-01-30,10000.0,0.0,momentum_accel
2020-01-31,10000.0,0.0,ma_crossover
2020-02-03,10000.0,0.0,ou_mean_reversion
2020-02-04,10000.0,0.0,momentum_accel
2020-02-05,10000.0,0.0,ma_crossover
2020-02-06,10000.0,0.0,ou_mean_reversion
2020-02-07,10000.0,0.0,momentum_accel
2020-02-10,10000.0,0.0,ma_crossover
2020-02-11,10000.0,0.0,ou_mean_reversion
2020-02-12,10000.0,0.0,momentum_accel
2020-02-13,10000.0,0.0,ma_crossover
2020-02-14,10000.0,0.0,ou_mean_reversion
2020-02-18,10000.0,0.0,momentum_accel
2020-02-19,10000.0,0.0,ma_crossover
2020-02-20,10000.0,0.0,ou_mean_reversion
2020-02-21,10000.0,0.0,momentum_accel
2020-02-24,10000.0,0.0,ma_crossover
2020-02-25,10000.0,0.0,ou_mean_reversion
2020-02-26,10000.0,0.0,momentum_accel
2020-02-27,10000.0,0.0,ma_crossover
2020-02-28,10000.0,0.0,ou_mean_reversion
2020-03-02,10000.0,0.0,momentum_accel
2020-03-03,10000.0,0.0,ma_crossover
2020-03-04,10000.0,0.0,ou_mean_reversion
2020-03-05,10000.0,0.0,momentum_accel
2020-03-06,10000.0,0.0,ma_crossover
2020-03-09,10000.0,0.0,ou_mean_reversion
2020-03-10,10000.0,0.0,momentum_accel
2020-03-11,10000.0,0.0,ma_crossover
2020-03-12,10000.0,0.0,ou_mean_reversion
2020-03-13,10000.0,0.0,momentum_accel
2020-03-16,10000.0,0.0,ma_crossover
2020-03-17,10000.0,0.0,ou_mean_reversion
2020-03-18,10000.0,0.0,momentum_accel
2020-03-19,10000.0,0.0,ma_crossover
2020-03-20,9569.057347739135,-0.04309426522608639,ou_mean_reversion
2020-03-23,9569.057347739135,0.0,momentum_accel
2020-03-24,9569.057347739135,0.0,ma_crossover
2020-03-25,9569.057347739135,0.0,momentum_accel
2020-03-26,10127.795681994367,0.05839011241658443,ou_mean_reversion
2020-03-27,9826.130487852213,-0.029785868871591514,ou_mean_reversion
2020-03-30,9826.130487852213,0.0,ma_crossover
2020-03-31,9826.130487852213,0.0,momentum_accel
2020-04-01,9826.130487852213,0.0,ma_crossover
2020-04-02,9826.130487852213,0.0,momentum_accel
2020-04-03,9684.100964398536,-0.01445426799789229,ou_mean_reversion
2020-04-06,9684.100964398536,0.0,ma_crossover
2020-04-07,9684.100964398536,0.0,momentum_accel
2020-04-08,10009.178935033668,0.03356821369688401,ou_mean_reversion
2020-04-09,10161.49595301776,0.015217733539657274,ou_mean_reversion
2020-04-13,10161.49595301776,0.0,ma_crossover
2020-04-14,10161.49595301776,0.0,momentum_accel
2020-04-15,9945.585692446566,-0.021247881371942445,ou_mean_reversion
2020-04-16,9945.585692446566,0.0,ma_crossover
2020-04-17,9945.585692446566,0.0,momentum_accel
2020-04-20,9945.585692446566,0.0,ma_crossover
2020-04-21,9945.585692446566,0.0,momentum_accel
2020-04-22,9945.585692446566,0.0,ou_mean_reversion
2020-04-23,9945.585692446566,0.0,ma_crossover
2020-04-24,9945.585692446566,0.0,momentum_accel
2020-04-27,9945.585692446566,0.0,ou_mean_reversion
2020-04-28,9945.585692446566,0.0,ma_crossover
2020-04-29,9945.585692446566,0.0,momentum_accel
2020-04-30,9945.585692446566,0.0,ou_mean_reversion
2020-05-01,9945.585692446566,0.0,ma_crossover
2020-05-04,9945.585692446566,0.0,momentum_accel
2020-05-05,9945.585692446566,0.0,ou_mean_reversion
2020-05-06,9878.1682153339,-0.006778633174300386,ma_crossover
2020-05-07,9878.1682153339,0.0,momentum_accel
2020-05-08,9878.1682153339,0.0,ou_mean_reversion
2020-05-11,9878.1682153339,0.0,momentum_accel
2020-05-12,9878.1682153339,0.0,ou_mean_reversion
2020-05-13,9703.463548068341,-0.017685937661434448,ma_crossover
2020-05-14,9703.463548068341,0.0,momentum_accel
2020-05-15,9703.463548068341,0.0,ou_mean_reversion
2020-05-18,9999.029674835621,0.030459858513728122,ma_crossover
2020-05-19,9896.327796221929,-0.01027118450024811,ma_crossover
2020-05-20,9896.327796221929,0.0,momentum_accel
2020-05-21,9896.327796221929,0.0,ou_mean_reversion
2020-05-22,9896.327796221929,0.0,momentum_accel
2020-05-26,9896.327796221929,0.0,ou_mean_reversion
2020-05-27,10043.571983678039,0.014878669188011617,ma_crossover
2020-05-28,10025.04663707704,-0.0018444978172212911,ma_crossover
2020-05-29,10025.04663707704,0.0,momentum_accel
2020-06-01,10025.04663707704,0.0,ou_mean_reversion
2020-06-02,10108.055502870297,0.008280147594152298,ma_crossover
2020-06-03,10108.055502870297,0.0,momentum_accel
2020-06-04,10108.055502870297,0.0,ou_mean_reversion
2020-06-05,10367.121350983329,0.025629642421281407,ma_crossover
2020-06-08,10367.121350983329,0.0,momentum_accel
2020-06-09,10367.121350983329,0.0,ou_mean_reversion
2020-06-10,10309.273183414998,-0.005579964351709155,ma_crossover
2020-06-11,10309.273183414998,0.0,momentum_accel
2020-06-12,10309.273183414998,0.0,ou_mean_reversion
2020-06-15,10405.513347623346,0.009335300607143937,ma_crossover
2020-06-16,10405.513347623346,0.0,momentum_accel
2020-06-17,10405.513347623346,0.0,ou_mean_reversion
2020-06-18,10409.515990654725,0.0003846655996355697,ma_crossover
2020-06-19,10409.515990654725,0.0,momentum_accel
2020-06-22,10409.515990654725,0.0,ou_mean_reversion
2020-06-23,10457.441852587193,0.004604043259599511,ma_crossover
2020-06-24,10457.441852587193,0.0,momentum_accel
2020-06-25,10457.441852587193,0.0,ou_mean_reversion
2020-06-26,10209.060755796445,-0.023751611559694963,ma_crossover
2020-06-29,10209.060755796445,0.0,momentum_accel
2020-06-30,10209.060755796445,0.0,ou_mean_reversion
2020-07-01,10280.572461610653,0.00700472918369166,ma_crossover
2020-07-02,10280.572461610653,0.0,momentum_accel
2020-07-06,10280.572461610653,0.0,ou_mean_reversion
2020-07-07,10280.572461610653,0.0,ma_crossover
2020-07-08,10280.572461610653,0.0,momentum_accel
2020-07-09,10280.572461610653,0.0,ou_mean_reversion
2020-07-10,10280.572461610653,0.0,ma_crossover
2020-07-13,10280.572461610653,0.0,momentum_accel
2020-07-14,10280.572461610653,0.0,ou_mean_reversion
2020-07-15,10280.572461610653,0.0,ma_crossover
2020-07-16,10280.572461610653,0.0,momentum_accel
